date,revenue,orders,revenue_7d_avg,orders_7d_avg,day_of_week,month,day,week_of_year,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_roll_7,revenue_roll_30,revenue_lag_2,revenue_lag_3,revenue_lag_30,revenue_roll_3,revenue_roll_14,revenue_std_7,is_weekend,is_holiday,near_holiday,is_month_end,is_month_start,november_sale_period
2016-08-03,559980.5,255.0,476483.35714285716,254.85714285714286,2,8,3,31,703731.0,325555.99,204758.0,442994.1414285715,289400.593,450788.7,131808.0,172844.25,428775.89999999997,386520.7128571429,185924.39143410572,0,0,0,0,1,0
2016-08-04,793964.0,361.0,506280.40714285715,243.57142857142858,3,8,4,31,559980.5,585384.65,473061.0,476483.35714285716,302305.1346666666,703731.0,450788.7,66167.25,571500.0666666667,411893.7485714286,182323.28050178365,0,0,0,0,1,0
2016-08-05,525125.25,315.0,507544.6357142857,253.71428571428572,4,8,5,31,793964.0,516275.65,279976.0,506280.40714285715,326565.0263333333,559980.5,703731.0,36488.0,685891.8333333334,434815.3914285715,216860.20434053152,0,0,0,0,1,0
2016-08-06,453909.9,256.0,517043.90714285715,261.57142857142856,5,8,6,31,525125.25,387415.0,279533.0,507544.6357142857,342852.9346666666,793964.0,559980.5,40128.0,626356.5833333334,452326.05214285717,216953.96004109335,1,0,0,0,0,0
2016-08-07,288386.0,97.0,539412.1928571428,269.14285714285717,6,8,7,31,453909.9,131808.0,133182.0,517043.90714285715,356645.66466666665,525125.25,793964.0,70416.0,590999.7166666667,464781.54500000004,212221.59293988463,1,0,0,0,0,0
2016-08-08,526362.88,264.0,550208.5042857144,271.85714285714283,0,8,8,32,288386.0,450788.7,537375.0,539412.1928571428,363911.33133333334,453909.9,525125.25,207219.5,422473.7166666666,475867.54500000004,168623.53531157927,0,0,0,0,0,0
2016-08-09,675830.25,391.0,546222.6828571429,277.0,1,8,9,32,526362.88,703731.0,402445.99,550208.5042857144,374549.444,288386.0,453909.9,191796.0,422886.26,475080.965,164369.30910932308,0,0,0,0,0,0
2016-08-10,472441.0,281.0,533717.04,280.7142857142857,2,8,10,32,675830.25,559980.5,325555.99,546222.6828571429,390683.919,526362.88,288386.0,294381.01,496859.70999999996,494608.41214285715,160314.31499879423,0,0,0,0,0,0
2016-08-11,571170.8,198.0,501889.44,257.42857142857144,3,8,11,32,472441.0,793964.0,585384.65,533717.04,396619.25200000004,675830.25,526362.88,246665.5,558211.3766666666,505100.1985714286,162462.2002349052,0,0,1,0,0,0
2016-08-12,550283.55,159.0,505483.48285714287,235.14285714285714,4,8,12,32,571170.8,525125.25,516275.65,501889.44,407436.0953333333,472441.0,675830.25,396331.0,573147.3500000001,504084.9235714286,118986.78506986579,0,0,1,0,0,0
2016-08-13,376504.3,181.0,494425.54000000004,224.42857142857142,5,8,13,32,550283.55,453909.9,387415.0,505483.48285714287,412567.847,571170.8,472441.0,354978.0,531298.4500000001,506514.0592857143,120179.58585348965,1,0,1,0,0,0
2016-08-14,584026.0,123.0,536659.8257142857,228.14285714285714,6,8,14,32,376504.3,288386.0,131808.0,494425.54000000004,413285.39033333334,550283.55,571170.8,332295.5,499319.55000000005,505734.72357142856,128956.48206252152,1,1,1,0,0,0
2016-08-15,596133.3,264.0,546627.0285714286,228.14285714285714,0,8,15,33,584026.0,526362.88,450788.7,536659.8257142857,421676.407,376504.3,550283.55,137336.8,503604.6166666667,538036.0092857144,93869.10368156036,0,0,1,0,0,0
2016-08-16,622955.1,202.0,539073.4357142857,201.14285714285714,1,8,16,33,596133.3,675830.25,703731.0,546627.0285714286,436969.6236666666,584026.0,376504.3,154984.0,518887.8666666667,548417.7664285714,96267.07889934794,0,0,1,0,0,0
2016-08-17,448011.65,147.0,535583.5285714286,182.0,2,8,17,33,622955.1,472441.0,559980.5,539073.4357142857,452568.66033333336,596133.3,584026.0,388799.0,601038.1333333333,542648.0592857143,85962.40223105678,0,0,0,0,0,0
2016-08-18,584058.25,153.0,537424.5928571429,175.57142857142858,3,8,18,33,448011.65,571170.8,793964.0,535583.5285714286,454542.4153333333,622955.1,596133.3,179898.0,555700.0166666667,534650.2842857143,89539.85960565243,0,0,0,0,0,0
2016-08-19,395637.0,168.0,515332.2285714286,176.85714285714286,4,8,19,33,584058.25,550283.55,525125.25,537424.5928571429,468014.4236666666,448011.65,622955.1,204758.0,551675.0,519657.0164285715,90520.65772989567,0,0,0,0,0,0
2016-08-20,340885.5,167.0,510243.82857142854,174.85714285714286,5,8,20,33,395637.0,376504.3,453909.9,515332.2285714286,474377.057,584058.25,448011.65,473061.0,475902.3,510407.85571428575,104630.93682591344,1,0,0,0,0,0
2016-08-21,244985.5,85.0,461809.4714285714,169.42857142857142,6,8,21,33,340885.5,584026.0,288386.0,510243.82857142854,469971.207,395637.0,584058.25,279976.0,440193.5833333333,502334.6842857143,113036.14635912543,1,0,0,0,0,0
2016-08-22,379776.0,165.0,430901.28571428574,155.28571428571428,0,8,22,34,244985.5,596133.3,526362.88,461809.4714285714,468804.85699999996,340885.5,395637.0,279533.0,327169.3333333333,499234.64857142855,144429.90554546396,0,0,0,0,0,0
2016-08-23,468543.6,199.0,408842.5,154.85714285714286,1,8,23,34,379776.0,622955.1,675830.25,430901.28571428574,472146.2903333333,244985.5,340885.5,133182.0,321882.3333333333,488764.15714285715,133640.92037915395,0,0,0,0,0,0
2016-08-24,513763.0,176.0,418235.54999999993,159.0,2,8,24,34,468543.6,448011.65,472441.0,408842.5,483325.01033333334,379776.0,244985.5,537375.0,364435.0333333334,473957.96785714285,106681.39454429694,0,0,0,0,0,0
2016-08-25,537100.5,171.0,411527.29999999993,161.57142857142858,3,8,25,34,513763.0,584058.25,571170.8,418235.54999999993,482537.9436666667,468543.6,379776.0,402445.99,454027.5333333334,476909.5392857143,113388.7141223394,0,0,0,1,0,0
2016-08-26,366151.0,203.0,407315.01428571425,166.57142857142858,4,8,26,34,537100.5,395637.0,550283.55,411527.29999999993,487026.42733333335,513763.0,468543.6,325555.99,506469.0333333334,474475.9464285714,102841.87467392249,0,0,0,1,0,0
2016-08-27,360208.0,152.0,410075.37142857135,164.42857142857142,5,8,27,34,366151.0,340885.5,376504.3,407315.01428571425,488379.59433333337,537100.5,513763.0,585384.65,472338.1666666667,461323.62142857147,104196.13766810909,1,0,0,1,0,0
2016-08-28,220512.0,86.0,406579.1571428571,164.57142857142858,6,8,28,34,360208.0,244985.5,584026.0,410075.37142857135,480873.70600000006,366151.0,537100.5,516275.65,421153.1666666667,460159.60000000003,102383.15621192691,1,0,0,1,0,0
2016-08-29,420330.5,181.0,412372.6571428571,166.85714285714286,0,8,29,35,220512.0,379776.0,596133.3,406579.1571428571,471014.91766666673,360208.0,366151.0,387415.0,315623.6666666667,434194.3142857143,109154.25292847262,0,0,0,1,0,0
2016-08-30,480792.0,178.0,414122.4285714286,163.85714285714286,1,8,30,35,420330.5,468543.6,622955.1,412372.6571428571,472112.101,220512.0,360208.0,131808.0,333683.5,421636.9714285714,108569.21240698475,0,0,0,1,0,0
2016-08-31,541868.0,191.0,418137.4285714286,166.0,2,8,31,35,480792.0,513763.0,448011.65,414122.4285714286,483744.901,420330.5,220512.0,450788.7,373878.1666666667,411482.46428571426,109718.00448666494,0,0,0,1,0,0
2016-09-01,606386.75,156.0,428035.46428571426,163.85714285714286,3,9,1,35,541868.0,537100.5,584058.25,418137.4285714286,486780.8776666667,480792.0,420330.5,703731.0,480996.8333333333,418186.4892857143,114386.8356507972,0,0,0,0,1,0
2016-09-02,636899.0,192.0,466713.75,162.28571428571428,4,9,2,35,606386.75,366151.0,395637.0,428035.46428571426,483536.0693333334,541868.0,480792.0,559980.5,543015.5833333334,419781.3821428571,128521.00081232133,0,0,0,0,1,0
2016-09-03,743588.5,164.0,521482.39285714284,164.0,5,9,3,35,636899.0,360208.0,340885.5,466713.75,486100.0193333334,606386.75,541868.0,793964.0,595051.25,437014.3821428571,146303.39881525622,1,0,0,0,1,0
2016-09-04,432820.25,102.0,551812.1428571428,166.28571428571428,6,9,4,35,743588.5,220512.0,244985.5,521482.39285714284,484420.83600000007,636899.0,606386.75,525125.25,662291.4166666666,465778.8821428571,169679.61464231272,1,0,0,0,1,0
2016-09-05,742564.0,185.0,597845.5,166.85714285714286,0,9,5,36,432820.25,420330.5,379776.0,551812.1428571428,481344.00266666675,743588.5,636899.0,453909.9,604435.9166666666,479195.64999999997,118029.35496800672,0,0,0,0,1,0
2016-09-06,854009.61,212.0,651162.3014285715,171.71428571428572,1,9,6,36,742564.0,480792.0,468543.6,597845.5,490965.80600000004,432820.25,743588.5,288386.0,639657.5833333334,505109.07857142854,121003.3956900419,0,0,0,0,0,0
2016-09-07,575483.0,151.0,655964.4442857143,166.0,2,9,7,36,854009.61,541868.0,513763.0,651162.3014285715,509819.92633333337,742564.0,432820.25,526362.88,676464.62,532642.365,141345.13952199358,0,0,0,0,0,0
2016-09-08,915868.0,219.0,700176.0514285715,175.0,3,9,8,36,575483.0,606386.75,537100.5,655964.4442857143,511457.2636666667,854009.61,742564.0,675830.25,724018.87,537050.9364285715,137532.6501276244,0,0,0,0,0,0
2016-09-09,753024.5,139.0,716765.4085714286,167.42857142857142,4,9,9,36,915868.0,636899.0,366151.0,700176.0514285715,519458.522,575483.0,854009.61,472441.0,781786.87,564105.7578571428,165781.29476608924,0,0,1,0,0,0
2016-09-10,826142.0,171.0,728558.7657142858,168.42857142857142,5,9,10,36,753024.5,743588.5,360208.0,716765.4085714286,528811.3053333333,915868.0,575483.0,571170.8,748125.1666666666,591739.5792857143,164196.60575660798,1,0,1,0,0,0
2016-09-11,392066.0,87.0,722736.7300000001,166.28571428571428,6,9,11,36,826142.0,432820.25,220512.0,728558.7657142858,537310.3453333334,753024.5,915868.0,550283.55,831678.1666666666,625020.5792857142,169328.73828827756,1,0,1,0,0,0
2016-09-12,275320.5,57.0,655987.6585714286,148.0,0,9,12,37,392066.0,742564.0,420330.5,722736.7300000001,532036.427,826142.0,753024.5,376504.3,657077.5,637274.4364285714,181458.06157528126,0,1,1,0,0,0
2016-09-13,89998.0,29.0,546843.1428571428,121.85714285714286,1,9,13,37,275320.5,854009.61,480792.0,655987.6585714286,528663.6336666667,392066.0,826142.0,584026.0,497842.8333333333,626916.5792857142,247036.52265055734,0,0,1,0,0,0
2016-09-14,131594.5,39.0,483430.5,105.85714285714286,2,9,14,37,89998.0,575483.0,541868.0,546843.1428571428,512196.03366666666,275320.5,392066.0,596133.3,252461.5,599002.7221428572,306568.69385951053,0,0,1,0,0,0
2016-09-15,333007.2,90.0,400164.6714285714,87.42857142857143,3,9,15,37,131594.5,915868.0,606386.75,483430.5,496711.407,89998.0,275320.5,622955.1,165637.66666666666,569697.4721428572,343358.2277512804,0,0,0,0,0,0
2016-09-16,415535.0,145.0,351951.8857142857,88.28571428571429,4,9,16,37,333007.2,753024.5,636899.0,400164.6714285714,487046.47699999996,131594.5,89998.0,448011.65,184866.56666666665,550170.3614285715,287071.94966588536,0,0,0,0,0,0
2016-09-17,548821.15,147.0,312334.62142857147,84.85714285714286,5,9,17,37,415535.0,826142.0,743588.5,351951.8857142857,485963.922,333007.2,131594.5,584058.25,293378.89999999997,534358.6471428572,242870.5777248623,1,0,0,0,0,0
2016-09-18,333389.5,89.0,303952.2642857143,85.14285714285714,6,9,18,37,548821.15,392066.0,432820.25,312334.62142857147,484789.352,415535.0,333007.2,395637.0,432454.45,520446.6935714286,161674.18598019972,1,0,0,0,0,0
2016-09-19,593760.0,161.0,349443.62142857147,100.0,0,9,19,38,333389.5,275320.5,742564.0,303952.2642857143,482714.4353333333,548821.15,415535.0,340885.5,432581.88333333336,513344.4971428571,158338.04674283942,0,0,0,0,0,0
2016-09-20,397088.0,136.0,393313.62142857147,115.28571428571429,1,9,20,38,593760.0,89998.0,854009.61,349443.62142857147,491143.58533333335,333389.5,548821.15,244985.5,491990.21666666673,502715.64,191096.88773362277,0,0,0,0,0,0
2016-09-21,422218.0,136.0,434831.2642857143,129.14285714285714,2,9,21,38,397088.0,131594.5,575483.0,393313.62142857147,496213.66866666666,593760.0,333389.5,379776.0,441412.5,470078.3821428571,153076.2560729459,0,0,0,0,0,0
2016-09-22,597486.0,144.0,472613.95,136.85714285714286,3,9,22,38,422218.0,333007.2,915868.0,434831.2642857143,497628.402,397088.0,593760.0,468543.6,471022.0,459130.8821428571,100719.58013897187,0,0,0,0,0,0
2016-09-23,517506.61,171.0,487181.32285714283,140.57142857142858,4,9,23,38,597486.0,415535.0,753024.5,472613.95,501926.48199999996,422218.0,397088.0,513763.0,472264.0,436389.3107142857,105642.72063923432,0,0,0,0,0,0
2016-09-24,154955.0,103.0,430914.73,134.28571428571428,5,9,24,38,517506.61,548821.15,826142.0,487181.32285714283,502051.269,597486.0,422218.0,537100.5,512403.5366666666,419566.6042857143,103468.34658436662,1,0,0,0,0,0
2016-09-25,568427.0,160.0,464491.5157142857,144.42857142857142,6,9,25,38,154955.0,333389.5,392066.0,430914.73,489313.0856666666,517506.61,597486.0,366151.0,423315.86999999994,371624.6757142857,157399.46393181314,1,0,0,1,0,0
2016-09-26,814322.5,284.0,496000.44428571424,162.0,0,9,26,39,568427.0,593760.0,275320.5,464491.5157142857,496055.61899999995,154955.0,517506.61,360208.0,413629.5366666666,384221.89,158195.13141360748,0,0,0,1,0,0
2016-09-27,458506.55,196.0,504774.5228571429,170.57142857142858,1,9,27,39,814322.5,397088.0,89998.0,496000.44428571424,511192.769,568427.0,154955.0,220512.0,512568.1666666667,422722.03285714285,203664.71061385877,0,0,0,1,0,0
2016-09-28,2539139.8,567.0,807191.9228571429,232.14285714285714,2,9,28,39,458506.55,422218.0,131594.5,504774.5228571429,519125.92066666664,814322.5,568427.0,420330.5,613752.0166666667,449044.0721428571,199982.96401912652,0,0,0,1,0,0
2016-09-29,3117233.95,1158.0,1167155.9157142858,377.0,3,9,29,39,2539139.8,597486.0,333007.2,807191.9228571429,589752.8973333333,458506.55,814322.5,480792.0,1270656.2833333332,621011.5935714284,788626.6152840436,0,0,0,1,0,0
2016-09-30,3788177.55,1362.0,1634394.6214285714,547.1428571428571,4,9,30,39,3117233.95,517506.61,415535.0,1167155.9157142858,677634.2956666666,2539139.8,458506.55,541868.0,2038293.4333333333,819884.9328571428,1163105.805592331,0,0,0,1,0,0
2016-10-01,892533.85,495.0,1739763.0285714285,603.1428571428571,5,10,1,39,3788177.55,154955.0,548821.15,1634394.6214285714,785844.614,3117233.95,2539139.8,606386.75,3148183.766666667,1060787.972142857,1474020.3990091907,1,0,0,0,1,0
2016-10-02,390515.25,170.0,1714347.0642857142,604.5714285714286,6,10,2,39,892533.85,568427.0,333389.5,1739763.0285714285,795382.8506666666,3788177.55,3117233.95,636899.0,2599315.1166666667,1085338.8792857141,1373578.9700836525,1,0,0,0,1,0
2016-10-03,713210.35,508.0,1699902.4714285713,636.5714285714286,0,10,3,40,390515.25,814322.5,593760.0,1714347.0642857142,787170.059,892533.85,3788177.55,743588.5,1690408.883333333,1089419.2899999998,1400252.048728064,0,0,0,0,1,0
2016-10-04,802595.7,246.0,1749058.0642857144,643.7142857142857,1,10,4,40,713210.35,458506.55,397088.0,1699902.4714285713,786157.4539999999,390515.25,892533.85,432820.25,665419.8166666667,1097951.4578571427,1411559.703562947,0,0,0,0,1,0
2016-10-05,660770.25,165.0,1480719.5571428572,586.2857142857143,2,10,5,40,802595.7,2539139.8,422218.0,1749058.0642857144,798483.3023333333,713210.35,390515.25,742564.0,635440.4333333333,1126916.2935714286,1366393.4573958071,0,0,0,0,1,0
2016-10-06,459627.0,208.0,1101061.4214285712,450.57142857142856,3,10,6,40,660770.25,3117233.95,597486.0,1480719.5571428572,795756.844,802595.7,713210.35,854009.61,725525.4333333332,1143955.74,1369810.7423526484,0,0,0,0,0,0
2016-10-07,493319.75,237.0,630367.4500000001,289.85714285714283,4,10,7,40,459627.0,3788177.55,517506.61,1101061.4214285712,782610.757,660770.25,802595.7,575483.0,640997.65,1134108.6685714286,1198176.2093082631,0,0,0,0,0,0
2016-10-08,554134.0,204.0,582024.6142857142,248.28571428571428,5,10,8,40,493319.75,892533.85,154955.0,630367.4500000001,779871.9820000001,459627.0,660770.25,915868.0,537905.6666666666,1132381.0357142857,187813.96775426762,1,0,0,0,0,0
2016-10-09,306996.0,82.0,570093.2928571429,235.71428571428572,6,10,9,40,554134.0,390515.25,568427.0,582024.6142857142,767814.182,493319.75,459627.0,753024.5,502360.25,1160893.8214285714,148529.24973287285,1,0,0,0,0,0
2016-10-10,373181.0,159.0,521517.67142857146,185.85714285714286,0,10,10,41,306996.0,713210.35,814322.5,570093.2928571429,752946.5653333333,554134.0,493319.75,826142.0,451483.25,1142220.1785714286,168490.3732199753,0,0,0,0,0,0
2016-10-11,207022.0,96.0,436435.71428571426,164.42857142857142,1,10,11,41,373181.0,802595.7,458506.55,521517.67142857146,737847.8653333334,306996.0,554134.0,392066.0,411437.0,1110710.0714285714,169365.9043115734,0,0,0,0,0,0
2016-10-12,197933.45,73.0,370316.17142857146,151.28571428571428,2,10,12,41,207022.0,660770.25,2539139.8,436435.71428571426,731679.7320000001,373181.0,306996.0,275320.5,295733.0,1092746.8892857141,153481.2423080628,0,0,0,0,0,0
2016-10-13,693507.7,182.0,403727.7,147.57142857142858,3,10,13,41,197933.45,459627.0,3117233.95,370316.17142857146,729100.1636666667,207022.0,373181.0,89998.0,259378.81666666665,925517.8642857142,139817.58292167945,0,0,0,0,0,0
2016-10-14,483318.2,179.0,402298.90714285715,139.28571428571428,4,10,14,41,693507.7,493319.75,3788177.55,403727.7,749217.1536666666,197933.45,207022.0,131594.5,366154.3833333333,752394.5607142856,185272.66722060827,0,0,0,0,0,0
2016-10-15,806258.2,206.0,438316.64999999997,139.57142857142858,5,10,15,41,483318.2,554134.0,892533.85,402298.90714285715,760941.277,693507.7,197933.45,333007.2,458253.11666666664,516333.1785714286,184503.56339742092,1,0,0,0,0,0
2016-10-16,222138.7,85.0,426194.1785714286,140.0,6,10,16,41,806258.2,306996.0,390515.25,438316.64999999997,776716.3103333333,483318.2,693507.7,415535.0,661028.0333333333,510170.6321428571,236395.73448531845,1,0,0,0,0,0
2016-10-17,707969.9,202.0,474021.1642857143,146.14285714285714,0,10,17,42,222138.7,373181.0,713210.35,426194.1785714286,770269.7670000001,806258.2,483318.2,548821.15,503905.03333333327,498143.7357142857,246223.73716200455,0,0,0,0,0,0
2016-10-18,726138.35,202.0,548180.6428571428,161.28571428571428,1,10,18,42,707969.9,207022.0,802595.7,474021.1642857143,775574.7253333332,222138.7,806258.2,333389.5,578788.9333333333,497769.4178571428,265936.078973528,0,0,0,0,0,0
2016-10-19,574614.25,229.0,601992.1857142857,183.57142857142858,2,10,19,42,726138.35,197933.45,660770.25,548180.6428571428,788666.3536666667,707969.9,222138.7,593760.0,552082.3166666668,492308.1785714286,251034.23151972878,0,0,0,0,0,0
2016-10-20,536925.51,190.0,579623.3014285715,184.71428571428572,3,10,20,42,574614.25,693507.7,459627.0,601992.1857142857,788028.162,726138.35,707969.9,397088.0,669574.1666666666,486154.1785714286,198269.58786704845,0,0,0,0,0,0
2016-10-21,564998.75,185.0,591291.9514285714,185.57142857142858,4,10,21,42,536925.51,483318.2,493319.75,579623.3014285715,792689.4123333333,574614.25,726138.35,422218.0,612559.37,491675.50071428576,195030.33562415844,0,0,0,0,0,0
2016-10-22,580360.6,198.0,559020.8657142858,184.42857142857142,5,10,22,42,564998.75,806258.2,554134.0,591291.9514285714,797448.7706666666,536925.51,574614.25,597486.0,558846.1699999999,496795.4292857143,190703.56318799828,1,0,0,0,0,0
2016-10-23,391096.7,131.0,583157.7228571429,191.0,6,10,23,42,580360.6,222138.7,306996.0,559020.8657142858,796877.924,564998.75,536925.51,517506.61,560761.62,498668.75785714283,165743.8483939016,1,0,0,0,0,0
2016-10-24,909458.1,211.0,611941.7514285714,192.28571428571428,0,10,24,43,391096.7,707969.9,373181.0,583157.7228571429,792664.2603333333,580360.6,564998.75,154955.0,512152.01666666666,504675.95071428566,112143.47687068275,0,0,0,0,0,0
2016-10-25,713359.6,249.0,610116.2157142857,199.0,1,10,25,43,909458.1,726138.35,207022.0,611941.7514285714,817814.3636666667,391096.7,580360.6,568427.0,626971.7999999999,542981.4578571429,163580.34258568325,0,0,0,1,0,0
2016-10-26,458354.5,240.0,593507.6799999999,200.57142857142858,2,10,26,43,713359.6,574614.25,197933.45,610116.2157142857,822645.4503333332,909458.1,391096.7,814322.5,671304.7999999999,579148.4292857143,162158.64644526425,0,0,0,1,0,0
2016-10-27,542209.0,216.0,594262.4642857143,204.28571428571428,3,10,27,43,458354.5,536925.51,693507.7,593507.6799999999,810779.8503333332,713359.6,909458.1,458506.55,693724.0666666667,597749.9328571429,172052.74592341244,0,0,0,1,0,0
2016-10-28,340986.94,211.0,562260.7771428571,208.0,4,10,28,43,542209.0,564998.75,483318.2,594262.4642857143,813569.9319999999,458354.5,713359.6,2539139.8,571307.7000000001,586942.8828571428,171774.51741130758,0,0,0,1,0,0
